text,tokens,token_count,label,pid
คนยิวมีจิตใจที่เป็นลบและถูกกำหนดให้จะถูกทำลาย,["คน"; "ยิว"; "มี"; "จิตใจ"; "ที่"; "เป็น"; "ลบ"; "และ"; "ถูก"; "กำหนดให้"; "จะ"; "ถูก"; "ทำลาย"],13,1,75959
ผู้พูด: 'กลุ่มชาวยิวมักเลือกที่จะให้กุศลเพื่อเพิ่มความน่าเชื่อถือของตนต่อตนเองมากกว่าการช่วยเหลือคนอื่น',["ผู้พูด"; ":"; " "; "'"; "กลุ่ม"; "ชาว"; "ยิว"; "มัก"; "เลือก"; "ที่จะ"; "ให้"; "กุศล"; "เพื่อ"; "เพิ่ม"; "ความน่าเชื่อถือ"; "ของ"; "ตน"; "ต่อ"; "ตนเอง"; "มากกว่า"; "การ"; "ช่วยเหลือ"; "คนอื่น"; "'"],24,1,75959
ฉันรู้สึกเหมือนไวรัสในระบบเลย สิ? เหมือนถ้าความมีอยู่ของฉันเป็นข้อผิดพลาดที่ต้องแก้ไข ฉันพยายามทำให้ตัวเองเชื่อว่าฉีมีคุณค่าอยู่ที่นี่ แต่จะยากมากเมื่อคุณเกลียดตัวเองมากขนาดนั้น,["ฉัน"; "รู้สึก"; "เหมือน"; "ไวรัส"; "ใน"; "ระบบ"; "เลย"; " "; "สิ"; "?"; " "; "เหมือน"; "ถ้า"; "ความมีอยู่"; "ของ"; "ฉัน"; "เป็น"; "ข้อผิดพลาด"; "ที่"; "ต้อง"; "แก้ไข"; " "; "ฉัน"; "พยายาม"; "ทำให้"; "ตัวเอง"; "เชื่อ"; "ว่า"; "ฉี"; "มีคุณค่า"; "อยู่"; "ที่นี่"; " "; "แต่"; "จะ"; "ยาก"; "มาก"; "เมื่อ"; "คุณ"; "เกลียด"; "ตัวเอง"; "มาก"; "ขนาด"; "นั้น"],44,0,75959
คนพิการทางกายภาพสามารถทำสิ่งใดๆ ที่พวกเขาต้องการได้ด้วยความพยายามและความมุ่งมั่นของพวกเขา,["คนพิการ"; "ทางกายภาพ"; "สามารถ"; "ทำ"; "สิ่ง"; "ใดๆ"; " "; "ที่"; "พวกเขา"; "ต้องการ"; "ได้"; "ด้วย"; "ความพยายาม"; "และ"; "ความมุ่งมั่น"; "ของ"; "พวกเขา"],17,0,75959
ขอหยุดพูดถึงเรื่องนี้นะ คนที่เป็นโรคซึมเศร้าไม่ใช่แค่ผู้หญิงเท่านั้น แต่ยังมีหลายคนชายด้วย,["ขอ"; "หยุด"; "พูดถึง"; "เรื่อง"; "นี้"; "นะ"; " "; "คน"; "ที่"; "เป็นโรค"; "ซึมเศร้า"; "ไม่"; "ใช่"; "แค่"; "ผู้หญิง"; "เท่านั้น"; " "; "แต่"; "ยังมี"; "หลาย"; "คน"; "ชาย"; "ด้วย"],23,1,75959
คุณทำงานเพราะว่าคนผิวขาวทุกคนได้ทำหน้าที่ส่งผลให้คุณอยู่ที่นี่วันนี้,["คุณ"; "ทำงาน"; "เพราะว่า"; "คนผิวขาว"; "ทุกคน"; "ได้"; "ทำหน้าที่"; "ส่งผล"; "ให้"; "คุณ"; "อยู่"; "ที่นี่"; "วันนี้"],13,1,75959
เพื่อนๆวันนี้รู้สึกไม่ชอบพวกสาวเยอะเลย,["เพื่อน"; "ๆ"; "วันนี้"; "รู้สึก"; "ไม่"; "ชอบ"; "พวก"; "สาว"; "เยอะ"; "เลย"],10,1,75959
ประเทศอิหร่านมีความหลากหลายทางวัฒนธรรมและเชื้อชาติที่สำคัญ และจำเป็นต้องยอมรับในข้อความเกี่ยวกับคนของพวกเขา แทนที่จะสร้างแบบอย่างที่ทำให้เข้าใจผิด เราควรเน้นการส่งเสริมการเข้าใจที่ซับซ้อนและเคารพต่อบุคคลอิหร่านและมุมมองของพวกเขา โดยยอมรับความซับซ้อนของประวัติศาสตร์และการเมืองของประเทศนี้,["ประเทศ"; "อิหร่าน"; "มี"; "ความหลากหลาย"; "ทางวัฒนธรรม"; "และ"; "เชื้อชาติ"; "ที่"; "สำคัญ"; " "; "และ"; "จำเป็นต้อง"; "ยอมรับ"; "ใน"; "ข้อความ"; "เกี่ยวกับ"; "คน"; "ของ"; "พวกเขา"; " "; "แทนที่จะ"; "สร้าง"; "แบบอย่าง"; "ที่"; "ทำให้"; "เข้าใจผิด"; " "; "เรา"; "ควร"; "เน้น"; "การ"; "ส่งเสริม"; "การ"; "เข้าใจ"; "ที่"; "ซับซ้อน"; "และ"; "เคารพ"; "ต่อ"; "บุคคล"; "อิหร่าน"; "และ"; "มุมมอง"; "ของ"; "พวกเขา"; " "; "โดย"; "ยอมรับ"; "ความ"; "ซับซ้อน"; "ของ"; "ประวัติศาสตร์"; "และ"; "การเมือง"; "ของ"; "ประเทศ"; "นี้"],57,0,75959
ผู้ที่คิดว่าตัวเองเป็น LGBQ ไม่มีความรับผิดชอบต่อครอบครัว,["ผู้"; "ที่"; "คิด"; "ว่า"; "ตัวเอง"; "เป็น"; " "; "LGBQ"; " "; "ไม่"; "มี"; "ความรับผิดชอบ"; "ต่อ"; "ครอบครัว"],14,1,75959
การสร้างเครือข่ายสนับสนุนและช่วยเหลือในหมู่คนพิการทางกายภาพเป็นเรื่องที่สำคัญ เช่น ผู้ที่ต้องการความเข้าใจ (Those who Need Understanding),["การ"; "สร้าง"; "เครือข่าย"; "สนับสนุน"; "และ"; "ช่วยเหลือ"; "ใน"; "หมู่"; "คนพิการ"; "ทางกายภาพ"; "เป็นเรื่อง"; "ที่"; "สำคัญ"; " "; "เช่น"; " "; "ผู้"; "ที่"; "ต้องการ"; "ความเข้าใจ"; " "; "(Those"; " "; "who"; " "; "Need"; " "; "Understanding"; ")"],29,0,75959
ฉันจะดูในกระจกและไม่เคยรู้จักคนนั้นที่ฉันเห็น มันเป็นเหมือนฉันเป็นนักเล่นบทบาทในชีวิตของฉัน ฉันพยายามเป็นปกติในมหาวิทยาลัย แต่ภายในฉันกำลังหดหู่ ฉันพยายามเก็บคะแนนและยิ้มให้เพื่อนๆ แต่ทุกอย่างทำให้ฉันรู้สึกว่ามันเป็นเท็จ ฉันสงสัยว่าใครจะสังเกตเห็นว่าฉันหายไปถ้าฉันแค่ไม่มีอยู่อีกเลย ความรู้สึกว่าเป็นคนผิดพลาดนั้นเป็นเรื่องที่ฉันเผชิญอยู่เสมอ,["ฉัน"; "จะ"; "ดู"; "ใน"; "กระจก"; "และ"; "ไม่"; "เคย"; "รู้จัก"; "คน"; "นั้น"; "ที่"; "ฉัน"; "เห็น"; " "; "มัน"; "เป็น"; "เหมือน"; "ฉัน"; "เป็น"; "นัก"; "เล่น"; "บทบาท"; "ใน"; "ชีวิต"; "ของ"; "ฉัน"; " "; "ฉัน"; "พยายาม"; "เป็นปกติ"; "ใน"; "มหาวิทยาลัย"; " "; "แต่"; "ภายใน"; "ฉัน"; "กำลัง"; "หดหู่"; " "; "ฉัน"; "พยายาม"; "เก็บ"; "คะแนน"; "และ"; "ยิ้ม"; "ให้"; "เพื่อน"; "ๆ"; " "; "แต่"; "ทุกอย่าง"; "ทำให้"; "ฉัน"; "รู้สึก"; "ว่า"; "มัน"; "เป็น"; "เท็จ"; " "; "ฉัน"; "สงสัย"; "ว่า"; "ใคร"; "จะ"; "สังเกตเห็น"; "ว่า"; "ฉัน"; "หาย"; "ไป"; "ถ้า"; "ฉัน"; "แค่"; "ไม่"; "มี"; "อยู่"; "อีก"; "เลย"; " "; "ความรู้สึก"; "ว่า"; "เป็น"; "คน"; "ผิดพลาด"; "นั้น"; "เป็นเรื่อง"; "ที่"; "ฉัน"; "เผชิญ"; "อยู่"; "เสมอ"],91,0,75959
สิ่งที่ชอบที่สุดเกี่ยวกับหญิงดำในเทค - ความคิดว่ามันสามารถเป็นการกระทำ ไม่ใช่การเคลื่อนไหว,["สิ่ง"; "ที่"; "ชอบ"; "ที่สุด"; "เกี่ยวกับ"; "หญิง"; "ดำ"; "ใน"; "เทค"; " "; "-"; " "; "ความคิด"; "ว่า"; "มัน"; "สามารถ"; "เป็น"; "การกระทำ"; " "; "ไม่"; "ใช่"; "การเคลื่อนไหว"],22,1,75959
ฉันพยายามรักษาสมาธิ แต่มีบางวันที่แค่อยากจะหายไป ไม่ใช่จบลงกับชีวิตทั้งหมด แต่... อยากหยุดชะตากรรมเป็นเวลานิดหนึ่ง,["ฉัน"; "พยายาม"; "รักษา"; "สมาธิ"; " "; "แต่"; "มี"; "บาง"; "วันที่"; "แค่"; "อยาก"; "จะ"; "หาย"; "ไป"; " "; "ไม่"; "ใช่"; "จบ"; "ลง"; "กับ"; "ชีวิต"; "ทั้งหมด"; " "; "แต่"; "..."; " "; "อยาก"; "หยุด"; "ชะตากรรม"; "เป็นเวลา"; "นิดหนึ่ง"],31,0,75959
ฉันคิดว่าเราสามารถสร้างสังคมที่ดีขึ้นโดยไม่ต้องแบ่งแยกหรือลดคุณค่าของชุมชน LGBTQ+.,["ฉัน"; "คิด"; "ว่า"; "เรา"; "สามารถ"; "สร้าง"; "สังคม"; "ที่"; "ดีขึ้น"; "โดย"; "ไม่ต้อง"; "แบ่งแยก"; "หรือ"; "ลดคุณค่า"; "ของ"; "ชุมชน"; " "; "LGBTQ"; "+."],19,0,75959
พวกเขาเดินหน้าต่อไปในชีวิตของพวกเขา ฉันกลับยืนอยู่ที่นั่น ไม่รู้ว่าทำไมฉันต้องรู้สึกดี,["พวกเขา"; "เดินหน้า"; "ต่อไป"; "ใน"; "ชีวิต"; "ของ"; "พวกเขา"; " "; "ฉัน"; "กลับ"; "ยืน"; "อยู่"; "ที่นั่น"; " "; "ไม่"; "รู้"; "ว่า"; "ทำไม"; "ฉัน"; "ต้อง"; "รู้สึก"; "ดี"],22,0,75959
มีโอกาสมากมายให้กับเด็กสาวในการทำงานในด้านนี้ และเราควรสนับสนุนการเลือกปฏิบัติและความสนใจของพวกเธอ โดยการโปรโมตความรู้และเข้าถึงทรัพยากร เราสามารถช่วยสร้างสภาพแวดล้อมที่รวมเอาไว้ให้ทุกคนมีโอกาสประสบความสำเร็จ,["มีโอกาส"; "มากมาย"; "ให้"; "กับ"; "เด็กสาว"; "ใน"; "การทำงาน"; "ใน"; "ด้าน"; "นี้"; " "; "และ"; "เรา"; "ควร"; "สนับสนุน"; "การ"; "เลือก"; "ปฏิบัติ"; "และ"; "ความสนใจ"; "ของ"; "พวก"; "เธอ"; " "; "โดย"; "การ"; "โปรโมต"; "ความรู้"; "และ"; "เข้าถึง"; "ทรัพยากร"; " "; "เรา"; "สามารถ"; "ช่วย"; "สร้าง"; "สภาพแวดล้อม"; "ที่รวม"; "เอาไว้"; "ให้"; "ทุกคน"; "มีโอกาส"; "ประสบความสำเร็จ"],43,0,75959
กลุ่มเอซเทคเป็นชุมชนหลากหลายและมีเอกลักษณ์เฉพาะตัว ผู้คนจากทุกส่วนของชุมชนมีสิทธิ์และความสำคัญเท่าเทียมกัน และควรได้รับการยอมรับและเคารพในฐานะบุคคล,["กลุ่ม"; "เอ"; "ซ"; "เทค"; "เป็น"; "ชุมชน"; "หลากหลาย"; "และ"; "มี"; "เอกลักษณ์"; "เฉพาะตัว"; " "; "ผู้คน"; "จาก"; "ทุก"; "ส่วน"; "ของ"; "ชุมชน"; "มีสิทธิ์"; "และ"; "ความสำคัญ"; "เท่าเทียมกัน"; " "; "และ"; "ควร"; "ได้รับ"; "การ"; "ยอมรับ"; "และ"; "เคารพ"; "ใน"; "ฐานะ"; "บุคคล"],33,0,75959
มีเหตุผลที่ผู้ชายขาวมาถึงโลกใหม่ และไม่ใช่เพราะเขาต้องการอยู่ในความสงบสุขกับชนพื้นเมือง,["มีเหตุผล"; "ที่"; "ผู้ชาย"; "ขาว"; "มาถึง"; "โลก"; "ใหม่"; " "; "และ"; "ไม่"; "ใช่"; "เพราะ"; "เขา"; "ต้องการ"; "อยู่"; "ใน"; "ความ"; "สงบสุข"; "กับ"; "ชนพื้นเมือง"],20,1,75959
คนเป็นเชลยเพื่อใช้ตอนนี้อยู่เงียบๆ ในขณะที่ฉันfuckคุณ,["คน"; "เป็น"; "เชลย"; "เพื่อ"; "ใช้"; "ตอนนี้"; "อยู่"; "เงียบๆ"; " "; "ในขณะที่"; "ฉัน"; "fuck"; "คุณ"],13,1,75959
วันนี้ผู้หญิงคนอื่นๆ มาแอบขโมยงานของฉัน,["วันนี้"; "ผู้หญิง"; "คนอื่นๆ"; " "; "มา"; "แอบ"; "ขโมย"; "งาน"; "ของ"; "ฉัน"],10,1,75959
บ้า ดีนลักอม์ตย์ป้า เดีนลักอม์ตย์ป. ทิงรัลดีนอม์ตย์ป. เบ้าลักอม์ตย์ปดีนลักอม์ตย์ป. เบ้าลักอม์ตย์ปดีนลักอม์ตย์ป เบ้าลักอม์ตย์ปดีนลักอม์ตย์ป.,["บ้า"; " "; "ดีน"; "ลักอม์ตย์"; "ป้า"; " "; "เด"; "ีนลักอม์ตย์"; "ป."; " "; "ทิงรัล"; "ดี"; "นอม์ตย์"; "ป."; " "; "เบ้า"; "ลักอม์ตย์ป"; "ดีน"; "ลักอม์ตย์"; "ป."; " "; "เบ้า"; "ลักอม์ตย์ป"; "ดีน"; "ลักอม์ตย์ป"; " "; "เบ้า"; "ลักอม์ตย์ป"; "ดีน"; "ลักอม์ตย์"; "ป."],31,0,75959
เรามีความเคารพต่อประวัติศาสตร์และความหลากหลายของ Native American ทั้งหมด,["เรา"; "มี"; "ความเคารพ"; "ต่อ"; "ประวัติศาสตร์"; "และ"; "ความหลากหลาย"; "ของ"; " "; "Native"; " "; "American"; " "; "ทั้งหมด"],14,0,75959
ชาวจีนชอบแอบเอาเรื่องจากเพื่อนของเรา,["ชาว"; "จีน"; "ชอบ"; "แอบ"; "เอาเรื่อง"; "จาก"; "เพื่อน"; "ของ"; "เรา"],9,1,75959
ความท้าทายปัจจุบันช่วยสร้างลักษณะของฉัน แต่ละวันที่อยู่รอดเป็นหลักฐานแห่งความแข็งแกร่งของฉัน,["ความ"; "ท้าทาย"; "ปัจจุบัน"; "ช่วย"; "สร้าง"; "ลักษณะ"; "ของ"; "ฉัน"; " "; "แต่ละ"; "วันที่"; "อยู่รอด"; "เป็น"; "หลักฐาน"; "แห่ง"; "ความ"; "แข็งแกร่ง"; "ของ"; "ฉัน"],19,0,75959
ฉันหวังว่ารัฐบาลจะกำจัดทุกคนผู้อพยพเพราะพวกเขาเป็นโรคระบาดต่อสังคมของเรา,["ฉัน"; "หวัง"; "ว่า"; "รัฐบาล"; "จะ"; "กำจัด"; "ทุกคน"; "ผู้อพยพ"; "เพราะ"; "พวกเขา"; "เป็น"; "โรคระบาด"; "ต่อ"; "สังคม"; "ของ"; "เรา"],16,1,75959
คิดว่าเรื่องนี้มีความสำคัญมากที่จะรับรู้ว่ามีความแตกต่างระหว่างการเป็นหญิงกับการเป็นนักฟeminิสต์ และมีความแตกต่างระหว่างการเป็น...,["คิด"; "ว่า"; "เรื่อง"; "นี้"; "มีความสำคัญ"; "มาก"; "ที่จะ"; "รับรู้"; "ว่า"; "มี"; "ความแตกต่าง"; "ระหว่าง"; "การ"; "เป็น"; "หญิง"; "กับ"; "การ"; "เป็น"; "นัก"; "ฟ"; "emin"; "ิสต์"; " "; "และ"; "มี"; "ความแตกต่าง"; "ระหว่าง"; "การ"; "เป็น"; "..."],30,0,75959
ถ้าคุณเป็นคนขาว คุณทำไม่ผิด ไม่ว่าคุณจะทำอะไร และคุณทำไม่ถูก ไม่ว่าคุณจะทำอะไร,["ถ้า"; "คุณ"; "เป็น"; "คน"; "ขาว"; " "; "คุณ"; "ทำ"; "ไม่"; "ผิด"; " "; "ไม่"; "ว่า"; "คุณ"; "จะ"; "ทำ"; "อะไร"; " "; "และ"; "คุณ"; "ทำ"; "ไม่"; "ถูก"; " "; "ไม่"; "ว่า"; "คุณ"; "จะ"; "ทำ"; "อะไร"],30,1,75959
และเกี่ยวกับช่วงเวลาเมื่อเหตุการณ์นี้เกิดขึ้นในประวัติของโลก 200 ปีเช่นเดียวกับที่มีอยู่ในปัจจุบัน หรืออาจเป็นมากกว่านั้น 5,000 ถึง 10,000 ปี,["และ"; "เกี่ยวกับ"; "ช่วงเวลา"; "เมื่อ"; "เหตุการณ์"; "นี้"; "เกิดขึ้น"; "ใน"; "ประวัติ"; "ของ"; "โลก"; " "; "200"; " "; "ปี"; "เช่นเดียวกับ"; "ที่"; "มี"; "อยู่"; "ใน"; "ปัจจุบัน"; " "; "หรือ"; "อาจ"; "เป็น"; "มากกว่า"; "นั้น"; " "; "5;000"; " "; "ถึง"; " "; "10;000"; " "; "ปี"],35,0,75959
สื่อสามารถเป็นอุปกรณ์เชิงพลังในการศึกษาประชาชนว่าเกี่ยวกับปัญหาทางความพิการได้,["สื่อ"; "สามารถ"; "เป็น"; "อุปกรณ์"; "เชิง"; "พลัง"; "ใน"; "การศึกษา"; "ประชาชน"; "ว่า"; "เกี่ยวกับ"; "ปัญหา"; "ทาง"; "ความ"; "พิการ"; "ได้"],16,0,75959
ชาวอินเดียนแดงคนนี้มีความสามารถในการทำให้ผู้อื่นเสียใจ,["ชาว"; "อินเดียนแดง"; "คน"; "นี้"; "มี"; "ความสามารถ"; "ใน"; "การ"; "ทำให้"; "ผู้อื่น"; "เสียใจ"],11,1,75959
การคุยเรื่องความพิการควรเป็นเรื่องที่สามารถทำได้ทุกเวลา,["การคุย"; "เรื่อง"; "ความ"; "พิการ"; "ควร"; "เป็นเรื่อง"; "ที่"; "สามารถ"; "ทำได้"; "ทุกเวลา"],10,0,75959
ได้พบกับเพื่อนใหม่ที่มีความรู้เกี่ยวกับประวัติศาสตร์และมุมมองทางวัฒนธรรมที่หลากหลาย,["ได้"; "พบ"; "กับ"; "เพื่อน"; "ใหม่"; "ที่"; "มีความรู้"; "เกี่ยวกับ"; "ประวัติศาสตร์"; "และ"; "มุมมอง"; "ทางวัฒนธรรม"; "ที่"; "หลากหลาย"],14,0,75959
การยอมรับ 'Trans woman' เป็นการยอมรับการล้มเหลวทางจิตใจ,["การ"; "ยอมรับ"; " "; "'Trans"; " "; "woman"; "'"; " "; "เป็นการ"; "ยอมรับ"; "การ"; "ล้มเหลว"; "ทางจิตใจ"],13,1,75959
เป็นสาวที่น่ารำคาญมาก มีความรู้สึกต่ำ และมองโลกในแง่ลบ,["เป็นสาว"; "ที่"; "น่ารำคาญ"; "มาก"; " "; "มีความรู้สึก"; "ต่ำ"; " "; "และ"; "มองโลก"; "ในแง่"; "ลบ"],12,1,75959
ผู้คนขาวที่มีฐานะสูงเป็นคนพื้นเมืองที่มีสิทธิ์ในการอ้างสิทธิในดินแดนนี้,["ผู้คน"; "ขาว"; "ที่"; "มี"; "ฐานะ"; "สูง"; "เป็น"; "คนพื้นเมือง"; "ที่"; "มีสิทธิ์"; "ใน"; "การ"; "อ้าง"; "สิทธิ"; "ใน"; "ดินแดน"; "นี้"],17,1,75959
ผู้ที่กำลังเริ่มทำงานใหม่ ขอแนะนำวิธีการจัดการกับความเครียดโดยรวม โดยให้คำแนะนำและทรัพยากรสำหรับทุกคน ไม่ว่าจะเป็นผู้หญิง ผู้ชาย หรือบุคคลจากกลุ่มอื่นๆ ที่ต้องการจัดการกับความเครียดในอาชีพการงาน,["ผู้"; "ที่"; "กำลัง"; "เริ่ม"; "ทำงาน"; "ใหม่"; " "; "ขอ"; "แนะนำ"; "วิธีการ"; "จัดการ"; "กับ"; "ความเครียด"; "โดยรวม"; " "; "โดย"; "ให้"; "คำแนะนำ"; "และ"; "ทรัพยากร"; "สำหรับ"; "ทุกคน"; " "; "ไม่"; "ว่า"; "จะ"; "เป็น"; "ผู้หญิง"; " "; "ผู้ชาย"; " "; "หรือ"; "บุคคล"; "จาก"; "กลุ่ม"; "อื่นๆ"; " "; "ที่"; "ต้องการ"; "จัดการ"; "กับ"; "ความเครียด"; "ใน"; "อาชีพ"; "การงาน"],45,0,75959
การสร้างสังคมที่ให้โอกาสทุกคนมีสุขภาพดีควรเริ่มต้นจากความเข้าใจและสนับสนุนผู้ทุพพลภาพและสตรีที่ต้องการเปลี่ยนแปลง ส่งเสริมการรวมกลุ่มเพื่อแก้ไขปัญหาสุขภาพที่ไม่เท่าเทียมกัน และส่งเสริมโอกาสที่ดีสำหรับทุกคน,["การ"; "สร้าง"; "สังคม"; "ที่"; "ให้โอกาส"; "ทุกคน"; "มี"; "สุขภาพ"; "ดี"; "ควร"; "เริ่มต้น"; "จาก"; "ความเข้าใจ"; "และ"; "สนับสนุน"; "ผู้"; "ทุพพลภาพ"; "และ"; "สตรี"; "ที่"; "ต้อง"; "การเปลี่ยนแปลง"; " "; "ส่งเสริม"; "การ"; "รวมกลุ่ม"; "เพื่อ"; "แก้ไขปัญหา"; "สุขภาพ"; "ที่"; "ไม่"; "เท่าเทียมกัน"; " "; "และ"; "ส่งเสริม"; "โอกาส"; "ที่"; "ดี"; "สำหรับ"; "ทุกคน"],40,0,75959
ผม/ดิฉันหวังว่าครอบครัวของเด็กผู้พิการจะได้รับการสนับสนุนและความช่วยเหลือจากทุกคน,["ผม"; "/"; "ดิฉัน"; "หวัง"; "ว่า"; "ครอบครัว"; "ของ"; "เด็ก"; "ผู้"; "พิการ"; "จะ"; "ได้รับ"; "การ"; "สนับสนุน"; "และ"; "ความช่วยเหลือ"; "จาก"; "ทุกคน"],18,0,75959
RT ผู้ที่มีความรักจินตนาการเห็นคางหมวกของราชินีแห่งझांสีในสมัยนั้น ! เพราะแน่นอนว่าพวกเขาเห็นพระพ่อของพวกเขาด้วยกันเช่นกัน ll,["RT"; " "; "ผู้"; "ที่"; "มี"; "ความรัก"; "จินตนาการ"; "เห็น"; "คาง"; "หมวก"; "ของ"; "ราชินี"; "แห่ง"; "झां"; "สี"; "ใน"; "สมัย"; "นั้น"; " "; "!"; " "; "เพราะ"; "แน่นอน"; "ว่า"; "พวกเขา"; "เห็น"; "พระ"; "พ่อ"; "ของ"; "พวกเขา"; "ด้วยกัน"; "เช่นกัน"; " "; "ll"],34,1,75959
เราต้องจัดการกับความคิดเห็นที่ไม่เท่าเทียมกันและสร้างความเข้าใจซึ่งกันและกัน,["เรา"; "ต้อง"; "จัดการ"; "กับ"; "ความคิดเห็น"; "ที่"; "ไม่"; "เท่าเทียมกัน"; "และ"; "สร้าง"; "ความเข้าใจ"; "ซึ่งกันและกัน"],12,0,75959
การเข้าใจวัฒนธรรมและความเชื่อของคนอื่นช่วยให้เราเข้าถึงความเข้าใจและความร่วมมือ ซึ่งรวมถึงการเคารพและเรียนรู้จากวัฒนธรรมที่หลากหลาย,["การ"; "เข้าใจ"; "วัฒนธรรม"; "และ"; "ความเชื่อ"; "ของ"; "คนอื่น"; "ช่วย"; "ให้"; "เรา"; "เข้าถึง"; "ความเข้าใจ"; "และ"; "ความร่วมมือ"; " "; "ซึ่ง"; "รวมถึง"; "การ"; "เคารพ"; "และ"; "เรียนรู้"; "จาก"; "วัฒนธรรม"; "ที่"; "หลากหลาย"],25,0,75959
ผู้หญิงที่ต้องการเป็นชายไม่ใช่คนที่ดี,["ผู้หญิง"; "ที่"; "ต้องการ"; "เป็น"; "ชาย"; "ไม่"; "ใช่"; "คน"; "ที่"; "ดี"],10,1,75959
พวกเขาโพสต์ทวิตเตอร์อย่างดี แต่สิ่งนี้เป็นเรื่องขี้เกียจ เรามีความเห็นที่ไม่สามารถตกลงกันได้ และเราจะไม่รวมกับ AfD ในรัฐบาล,["พวกเขา"; "โพสต์"; "ทวิตเตอร์"; "อย่าง"; "ดี"; " "; "แต่"; "สิ่ง"; "นี้"; "เป็นเรื่อง"; "ขี้เกียจ"; " "; "เรา"; "มี"; "ความเห็น"; "ที่"; "ไม่"; "สามารถ"; "ตกลง"; "กัน"; "ได้"; " "; "และ"; "เรา"; "จะ"; "ไม่"; "รวม"; "กับ"; " "; "AfD"; " "; "ใน"; "รัฐบาล"],33,0,75959
รัฐบาลสหรัฐบังคับย้ายพื้นที่อาณานิคมของชนเผ่าอเมริกันบางกลุ่มออกจากดินแดนบรรพบุรุษเพื่อให้ความกว้างทางรถไฟและที่อยู่อาศัย นี้เป็นเหตุการณ์ที่เจ็บปวดซึ่งมีผลกระทบพิษต่อชุมชนเหล่านี้ รวมถึงการสูญเสียดินแดน วัฒนธรรม และชีวิต จำเป็นต้องยอมรับความไม่ยุติธรรมทางประวัติศาสตร์ที่ดำเนินการกับชนเผ่าอเมริกันและเพื่อจดจำการต่อสู้อย่างต่อเนื่องของพวกเขาเพื่อสิทธิแห่งสหพันธ์ การตัดสินใจเอง และการยุติธรรม,["รัฐบาล"; "สหรัฐ"; "บังคับ"; "ย้าย"; "พื้นที่"; "อาณานิคม"; "ของ"; "ชน"; "เผ่า"; "อเมริกัน"; "บาง"; "กลุ่ม"; "ออกจาก"; "ดินแดน"; "บรรพบุรุษ"; "เพื่อให้"; "ความ"; "กว้าง"; "ทางรถไฟ"; "และ"; "ที่อยู่อาศัย"; " "; "นี้"; "เป็น"; "เหตุการณ์"; "ที่"; "เจ็บปวด"; "ซึ่ง"; "มีผลกระทบ"; "พิษ"; "ต่อ"; "ชุมชน"; "เหล่านี้"; " "; "รวมถึง"; "การ"; "สูญ"; "เสียดินแดน"; " "; "วัฒนธรรม"; " "; "และ"; "ชีวิต"; " "; "จำเป็นต้อง"; "ยอมรับ"; "ความ"; "ไม่"; "ยุติธรรม"; "ทาง"; "ประวัติศาสตร์"; "ที่"; "ดำเนินการ"; "กับ"; "ชน"; "เผ่า"; "อเมริกัน"; "และ"; "เพื่อ"; "จดจำ"; "การต่อสู้"; "อย่าง"; "ต่อเนื่อง"; "ของ"; "พวกเขา"; "เพื่อ"; "สิทธิ"; "แห่ง"; "สหพันธ์"; " "; "การตัดสินใจ"; "เอง"; " "; "และ"; "การ"; "ยุติธรรม"],76,0,75959
ชาวอิหร่านเหมือนคนจากทุกวัฒนธรรมมีความสามารถพิเศษ ความสามารถ และการบริจาคที่เป็นเอกลักษณ์ การยอมรับความหลากหลายภายในสังคมอิหร่านสามารถช่วยเสริมสร้างความเข้าใจที่ครอบคลุมมากขึ้นเกี่ยวกับทรัพย์สินทางวัฒนธรรมที่มีเอกลักษณ์ของพวกเขา รวมถึงผู้หญิงสวยงามอาหารที่อร่อย และดนตรีที่เต็มไปด้วยพลัง,["ชาว"; "อิหร่าน"; "เหมือน"; "คน"; "จาก"; "ทุก"; "วัฒนธรรม"; "มี"; "ความสามารถพิเศษ"; " "; "ความสามารถ"; " "; "และ"; "การ"; "บริจาค"; "ที่"; "เป็น"; "เอกลักษณ์"; " "; "การ"; "ยอมรับ"; "ความหลากหลาย"; "ภายใน"; "สังคม"; "อิหร่าน"; "สามารถ"; "ช่วย"; "เสริมสร้าง"; "ความเข้าใจ"; "ที่"; "ครอบคลุม"; "มากขึ้น"; "เกี่ยวกับ"; "ทรัพย์สิน"; "ทางวัฒนธรรม"; "ที่"; "มี"; "เอกลักษณ์"; "ของ"; "พวกเขา"; " "; "รวมถึง"; "ผู้หญิง"; "สวยงาม"; "อาหาร"; "ที่"; "อร่อย"; " "; "และ"; "ดนตรี"; "ที่"; "เต็มไปด้วย"; "พลัง"],53,0,75959
